row,code,code_norm,price_usd,category_guess,suggested_name,image_file,flag,short_description
12,DH-HAC-HFW1500CP,HACHFW1500CP,19.5271,Видеокамеры,Видеокамера Dahua DH-HAC-HFW1500CP,DH-HAC-HFW1500CP.png,ok,— Уличная цилиндрическая HDCVI-видеокамера Starlight.
13,DH-HAC-ME1500BP-L,HACME1500BPL,17.6471,Видеокамеры,Видеокамера Dahua DH-HAC-ME1500BP-L,DH-HAC-ME1500BP-L.png,ok,"HDCVI-видеокамера 5 Мп; 5Mп CMOS; 25к/с@5Мп, 25к/с@4Мп, 25к/с@1080P; фиксированный объектив: 2,8мм/3,6мм; дальность ИК: 30м; DWDR, OSD, ICR, SMART IR; CVI/TVI/AHD/CVBS переключаемый выход; встроенный "
14,DH-IPC-HDW1230T1-A,IPCHDW1230T1A,24.94,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1230T1-A,DH-IPC-HDW1230T1-A.jpeg,ok,"2 Мп купольная IP-камера cерии Entry, с поддержкой функции детекции движения, а также PoE. Видеокамера имеет комбинированный корпус из металла и пластика и высокий класс защиты от пыли и воды."
15,DH-IPC-HDW1230T1-S5,IPCHDW1230T1S5,22.1576,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1230T1-S5,DH-IPC-HDW1230T1-S5.png,ok,"2 Мп купольная IP-камера cерии Entry, с поддержкой функции детекции движения, а также PoE. Видеокамера имеет комбинированный корпус из металла и пластика и высокий класс защиты от пыли и воды."
16,DH-IPC-HFW1230S1-A,IPCHFW1230S1A,24.94,Объективы,Объектив Dahua DH-IPC-HFW1230S1-A,DH-IPC-HFW1230S1-A.png,ok,"2Мп; 1/2.8” CMOS; моторизованный объектив 2.8~12 мм; механический ИК-фильтр; чувствительность 0.008лк@F1.7; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; 2 потока до 2Мп@25к/с; ИК-подсветка до 40м; Mic"
17,DH-IPC-HFW1230S1,IPCHFW1230S1,22.1576,Объективы,Объектив Dahua DH-IPC-HFW1230S1,DH-IPC-HFW1230S1.png,ok,"2Мп; 1/2.8” CMOS; моторизованный объектив 2.8~12 мм; механический ИК-фильтр; чувствительность 0.008лк@F1.7; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; 2 потока до 2Мп@25к/с; ИК-подсветка до 40м; Mic"
18,DH-IPC-HFW1239S1-LED-S5,IPCHFW1239S1LEDS5,44.7059,Видеокамеры,Видеокамера Dahua DH-IPC-HFW1239S1-LED-S5,DH-IPC-HFW1239S1-LED-S5.png,ok,Уличная цилиндрическая IP-видеокамера Full-color
19,DH-IPC-HFW1239S-A-LED-S5,IPCHFW1239SALEDS5,38.1176,Видеокамеры,Видеокамера Dahua DH-IPC-HFW1239S-A-LED-S5,DH-IPC-HFW1239S-A-LED-S5.jpeg,ok,"Уличная цилиндрическая IP-видеокамера с LED-подсветкой до 30м 2Мп; 1/2.8” CMOS; объектив 2.8мм; чувствительность 0.0017лк@F1.0 сжатие: H.265+, H.265, H.264+, H.264, MJPEG; 2 потока до 2Мп@25к/с; DWDR;"
20,DH-IPC-HDW1239V-A-IL,IPCHDW1239VAIL,30.9412,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1239V-A-IL,DH-IPC-HDW1239V-A-IL.png,ok,Купольная IP-видеокамера
21,DH-IPC-HFW1239TL1-A-IL,IPCHFW1239TL1AIL,28.5882,Видеокамеры,Видеокамера Dahua DH-IPC-HFW1239TL1-A-IL,DH-IPC-HFW1239TL1-A-IL.png,ok,"Профессиональная телекамера IP 2 Мп цилиндрическая построена на матрице 1/2.8"" CMOS. Разрешение 1920х1080 - 25 к/с. Формат сжатия H.265+, H.265, H.264+, H.264, MJPEG. Объектив 3.6 мм; двойная подсветк"
22,DH-IPC-HFW1230DS-SAW,IPCHFW1230DSSAW,40.4706,Мониторы,Монитор Dahua DH-IPC-HFW1230DS-SAW,DH-IPC-HFW1230DS-SAW.png,ok,"> 2-мегапиксельный 1/3-дюймовый CMOS-сенсор, обеспечивающий низкую яркость и высокое разрешение изображения."
23,DH-IPC-HFW1230DS1-SAW,IPCHFW1230DS1SAW,32.3765,Мониторы,Монитор Dahua DH-IPC-HFW1230DS1-SAW,DH-IPC-HFW1230DS1-SAW.png,ok,"· 2-мегапиксельная 1/2,8-дюймовая КМОП-матрица, изображение с низкой яркостью и высокой четкостью."
24,DH-IPC-HDW1230DT-SAW,IPCHDW1230DTSAW,32.3765,Мониторы,Монитор Dahua DH-IPC-HDW1230DT-SAW,DH-IPC-HDW1230DT-SAW.png,ok,"· 2-мегапиксельная 1/2,8-дюймовая CMOS-матрица, низкая яркость и высокое разрешение"
25,DH-IPC-HDW1239T-A-LED-S5,IPCHDW1239TALEDS5,34.5882,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1239T-A-LED-S5,DH-IPC-HDW1239T-A-LED-S5.png,ok,"Уличная купольная IP-видеокамера с LED-подсветкой до 30м 2Мп; 1/2.8” CMOS; объектив 3.6мм; чувствительность 0.0017лк@F1.0 сжатие: H.265+, H.265, H.264+, H.264, MJPEG; 2 потока до 2Мп@25к/с; DWDR; 3D N"
26,DH-IPC-HFW1439TL1-A-IL,IPCHFW1439TL1AIL,37.0588,Мониторы,Монитор Dahua DH-IPC-HFW1439TL1-A-IL,DH-IPC-HFW1439TL1-A-IL.png,ok,4-Мегапиксельная полноцветная камера Netwok с фиксированным фокусным расстоянием
27,DH-IPC-HDW1439V-A-IL,IPCHDW1439VAIL,37.0588,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1439V-A-IL,DH-IPC-HDW1439V-A-IL.jpeg,ok,Полноцветная сетевая камера начального уровня с фиксированным фокусным расстоянием 4 МП
28,DH-IPC-HDW1431T1-A,IPCHDW1431T1A,33.7647,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1431T1-A,DH-IPC-HDW1431T1-A.jpeg,ok,"4 Мп купольная IP-камера c PoE и технологией обнаружения движения. Видеокамера принадлежит к серии Entry, которая сочетает эстетичный внешний вид, компактные размеры и высокую производительность. Имее"
29,DH-IPC-HDW1431T1,IPCHDW1431T1,29.1765,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1431T1,DH-IPC-HDW1431T1.jpeg,ok,Уличная купольная IP-видеокамера
30,DH-IPC-HDW1439T-A-LED-S4,IPCHDW1439TALEDS4,44.7059,Видеокамеры,Видеокамера Dahua DH-IPC-HDW1439T-A-LED-S4,DH-IPC-HDW1439T-A-LED-S4.jpeg,ok,Уличная купольная IP-видеокамера Full-color
31,DH-IPC-HFW1431S1,IPCHFW1431S1,30.9412,Мониторы,Монитор Dahua DH-IPC-HFW1431S1,DH-IPC-HFW1431S1.png,ok,4-Мегапиксельная Входная ИК-камера с фиксированным фокусным расстоянием
32,DH-IPC-HFW1430DS-SAW,IPCHFW1430DSSAW,47.5529,Объективы,Объектив Dahua DH-IPC-HFW1430DS-SAW,DH-IPC-HFW1430DS-SAW.png,ok,"> 4 Мп, КМОП-матрица 1/3"", высокая чувствительность, высокое разрешение"
33,DH-IPC-HFW1431S1-A,IPCHFW1431S1A,33.7647,Видеокамеры,Видеокамера Dahua DH-IPC-HFW1431S1-A,DH-IPC-HFW1431S1-A.png,ok,Уличная цилиндрическая IP-видеокамера
34,DH-IPC-HFW1431T1P-ZS-S4,IPCHFW1431T1PZSS4,82.3529,Видеокамеры,Видеокамера Dahua DH-IPC-HFW1431T1P-ZS-S4,DH-IPC-HFW1431T1P-ZS-S4.jpeg,ok,Уличная цилиндрическая IP-видеокамера
35,DH-IPC-HFW1439S-A-LED-S4,IPCHFW1439SALEDS4,47.2353,Видеокамеры,Видеокамера Dahua DH-IPC-HFW1439S-A-LED-S4,DH-IPC-HFW1439S-A-LED-S4.jpeg,ok,Уличная цилиндрическая IP-видеокамера Full-color
36,DH-IPC-HFW1639TC-A-IL,IPCHFW1639TCAIL,43.4118,Мониторы,Монитор Dahua DH-IPC-HFW1639TC-A-IL,DH-IPC-HFW1639TC-A-IL.png,ok,6-мегапиксельная интеллектуальная сетевая камера с фиксированным фокусным расстоянием и двумя объективами
37,DH-IPC-HFW1839TC-A-IL,IPCHFW1839TCAIL,55.7647,Объективы,Объектив Dahua DH-IPC-HFW1839TC-A-IL,DH-IPC-HFW1839TC-A-IL.png,ok,1/2.7” CMOS
38,DH-IPC-HDW1839T-A-IL,IPCHDW1839TAIL,55.7647,Аудио,Микрофон Dahua DH-IPC-HDW1839T-A-IL,DH-IPC-HDW1839T-A-IL.png,ok,"> 8 Мп, КМОП-матрица 1/2.7"", высокая чувствительность, высокое разрешение"
39,"DH-IPC-HFW2431DG-4G-SP-
EAU-B",IPCHFW2431DG4GSPEAUB,217.5294,Сетевое оборудование,"Коммутатор Dahua DH-IPC-HFW2431DG-4G-SP-
EAU-B",DH-IPC-HFW2431DG-4G-SP-_EAU-B.png,ok,"4-Мегапиксельный КМОП-сенсор 1/3 "" с низкой яркостью и высокой четкостью изображения."
40,DH-IPC-HDW2449T-S-IL,IPCHDW2449TSIL,32.9412,Видеокамеры,Видеокамера Dahua DH-IPC-HDW2449T-S-IL,DH-IPC-HDW2449T-S-IL.jpeg,ok,"Уличная купольная IP-видеокамера Full-color с ИИ 4Мп; 1/2.9” CMOS; объектив 2.8мм; WDR(120дБ); чувствительность 0.008лк@F1.6 сжатие: H.265+, H.265, H.264+, H.264, MJPEG; 2 потока до 4Мп@25к/с; видеоан"
41,DH-IPC-HDW2849T-S-IL,IPCHDW2849TSIL,77.6471,Видеокамеры,Видеокамера Dahua DH-IPC-HDW2849T-S-IL,DH-IPC-HDW2849T-S-IL.jpeg,ok,Уличная купольная IP-видеокамера Full-color с ИИ
42,DH-IPC-HDW2449T-S-PRO,IPCHDW2449TSPRO,64.7059,Мониторы,Монитор Dahua DH-IPC-HDW2449T-S-PRO,DH-IPC-HDW2449T-S-PRO.png,ok,"> 4-мегапиксельная 1/1,8-дюймовая КМОП-матрица, низкая яркость и высокое разрешение изображения."
43,DH-IPC-HFW2449TL-S-PRO,IPCHFW2449TLSPRO,59.2941,Мониторы,Монитор Dahua DH-IPC-HFW2449TL-S-PRO,DH-IPC-HFW2449TL-S-PRO.png,ok,">  4-мегапиксельная 1/1,8-дюймовая КМОП-матрица, низкая яркость и высокое разрешение изображения. "
44,DH-IPC-HFW2441T-ZS,IPCHFW2441TZS,96.4706,Видеокамеры,Видеокамера Dahua DH-IPC-HFW2441T-ZS,DH-IPC-HFW2441T-ZS.jpeg,ok,Уличная цилиндрическая IP-видеокамера с ИИ
45,DH-IPC-HFW2449S-S-IL,IPCHFW2449SSIL,58.1765,Видеокамеры,Видеокамера Dahua DH-IPC-HFW2449S-S-IL,DH-IPC-HFW2449S-S-IL.jpeg,ok,"Уличная цилиндрическая IP-видеокамера Full-color с ИИ 4Мп; 1/2.9” CMOS; объектив 3.6мм; WDR(120дБ); чувствительность 0.008лк@F1.6 сжатие: H.265+, H.265, H.264+, H.264, MJPEG; 2 потока до 4Мп@25к/с; ви"
46,DH-IPC-HFW2449T-AS-IL,IPCHFW2449TASIL,64.7059,Видеокамеры,Видеокамера Dahua DH-IPC-HFW2449T-AS-IL,DH-IPC-HFW2449T-AS-IL.png,ok,Уличная цилиндрическая IP-видеокамера Full-color с ИИ
47,DH-IPC-HFW2841T-ZS,IPCHFW2841TZS,118,Видеокамеры,Видеокамера Dahua DH-IPC-HFW2841T-ZS,DH-IPC-HFW2841T-ZS.png,ok,"Уличная купольная IP-видеокамера 8Мп 1/2.7” CMOS, ICR, WDR(120дБ), чувствительность 0.008 лк@F1.5 сжатие: H.265+/H.265/H.264+/H.264/H.264B/H.264H/MJPEG,2 потока. Разрешение и скорость трансляции видео"
48,DH-IPC-HFW2849S-S-IL,IPCHFW2849SSIL,74.1176,Видеокамеры,Видеокамера Dahua DH-IPC-HFW2849S-S-IL,DH-IPC-HFW2849S-S-IL.jpeg,ok,Уличная цилиндрическая IP-видеокамера Full-color с ИИ
49,DH-IPC-HFW2849T-AS-IL,IPCHFW2849TASIL,84.9412,Видеокамеры,Видеокамера Dahua DH-IPC-HFW2849T-AS-IL,DH-IPC-HFW2849T-AS-IL.png,ok,Уличная цилиндрическая IP-видеокамера Full-color с ИИ
50,DH-IPC-HDW3441EM-S-S2,IPCHDW3441EMSS2,45.8824,Видеокамеры,Видеокамера Dahua DH-IPC-HDW3441EM-S-S2,DH-IPC-HDW3441EM-S-S2.png,ok,Уличная купольная IP-видеокамера с ИИ
51,DH-IPC-HFW3441E-S-S2,IPCHFW3441ESS2,65.7647,Видеокамеры,Видеокамера Dahua DH-IPC-HFW3441E-S-S2,DH-IPC-HFW3441E-S-S2.png,ok,Это высококачественная IP-камера от производителя DAHUA. Она оснащена 4-мегапиксельным сенсором и позволяет получать четкое и яркое изображение. Камера поддерживает технологию Power over Ethernet (PoE
52,DH-IPC-HFW3449T1-AS-PV,IPCHFW3449T1ASPV,81.1765,Видеокамеры,Видеокамера Dahua DH-IPC-HFW3449T1-AS-PV,DH-IPC-HFW3449T1-AS-PV.jpeg,ok,"Уличная цилиндрическая IP-видеокамера Full-color с ИИ и активным сдерживанием 4Мп; 1/2.7” CMOS; объектив 2.8мм; WDR(120дБ); чувствительность 0.003лк@F1.0; сжатие: H.265+, H.265, H.264+, H.264, MJPEG; "
53,DH-IPC-HFW3849T1-AS-PV,IPCHFW3849T1ASPV,156.8235,Видеокамеры,Видеокамера Dahua DH-IPC-HFW3849T1-AS-PV,DH-IPC-HFW3849T1-AS-PV.png,ok,— Уличная цилиндрическая IP-видеокамера Full-color с ИИ и активным сдерживанием.
54,DH-IPC-HFW3849T1-ZAS-PV,IPCHFW3849T1ZASPV,237.7647,Мониторы,Монитор Dahua DH-IPC-HFW3849T1-ZAS-PV,DH-IPC-HFW3849T1-ZAS-PV.png,ok,8-Мегапиксельная интеллектуальная сетевая камера WizSense с двойным освещением с переменным фокусным расстоянием
55,DH-IPC-HFW3441E-AS-S2,IPCHFW3441EASS2,86.5059,Мониторы,Монитор Dahua DH-IPC-HFW3441E-AS-S2,DH-IPC-HFW3441E-AS-S2.png,ok,Сетевая камера WizSense с 4-мегапиксельным ИК-объективом с фиксированным фокусным расстоянием
56,DH-IPC-HDW3849H-AS-PV,IPCHDW3849HASPV,140.6353,Мониторы,Монитор Dahua DH-IPC-HDW3849H-AS-PV,DH-IPC-HDW3849H-AS-PV.png,ok,8-Мегапиксельная интеллектуальная сетевая камера WizSense с двойной подсветкой и активным сдерживанием глазного яблока с фиксированным фокусным расстоянием
57,DH-IPC-HDBW3849R1-ZAS-PV,IPCHDBW3849R1ZASPV,237.7647,Мониторы,Монитор Dahua DH-IPC-HDBW3849R1-ZAS-PV,DH-IPC-HDBW3849R1-ZAS-PV.png,ok,8-Мегапиксельная интеллектуальная купольная сетевая камера WizSense с активным сдерживанием с двойным освещением с переменным фокусным расстоянием
58,DH-IPC-HFW3441DG-AS-4G-EAU-B,IPCHFW3441DGAS4GEAUB,177.6659,Видеокамеры,Видеокамера Dahua DH-IPC-HFW3441DG-AS-4G-EAU-B,DH-IPC-HFW3441DG-AS-4G-EAU-B.png,ok,4-мегапиксельная ИК-камера с фиксированным фокусным расстоянием Bullet WizSense 4G Network Camera
59,DH-IPC-HFW5442E-ZE,IPCHFW5442EZE,235.7412,Мониторы,Монитор Dahua DH-IPC-HFW5442E-ZE,DH-IPC-HFW5442E-ZE.png,ok,4-мегапиксельная ИК-сетевая камера WizMind с переменным фокусным расстоянием
60,DH-IPC-HFW5442E-ZHE,IPCHFW5442EZHE,274.1176,Мониторы,Монитор Dahua DH-IPC-HFW5442E-ZHE,DH-IPC-HFW5442E-ZHE.png,ok,4-мегапиксельная ИК-сетевая камера WizMind с переменным фокусным расстоянием
61,DH-IPC-HFW5442H-Z4HE,IPCHFW5442HZ4HE,305.5529,Мониторы,Монитор Dahua DH-IPC-HFW5442H-Z4HE,DH-IPC-HFW5442H-Z4HE.png,ok,"> 4-мегапиксельная 1/1,8-дюймовая КМОП-матрица, низкая яркость и высокое разрешение изображения. "
62,DH-IPC-PDW5849-A180-E2-ASTE,IPCPDW5849A180E2ASTE,262.0471,Мониторы,Монитор Dahua DH-IPC-PDW5849-A180-E2-ASTE,DH-IPC-PDW5849-A180-E2-ASTE.png,ok,Полноцветная сетевая камера WizMind с двойным соединением 2 × 4 Мп
63,DH-IPC-HFW7842H-Z-S2,IPCHFW7842HZS2,404.7059,Видеокамеры,Видеокамера Dahua DH-IPC-HFW7842H-Z-S2,DH-IPC-HFW7842H-Z-S2.png,ok,"8 Mп уличная IP-видеокамера с ИК-подсветкой. 1/1.8"" 8Мп CMOS; моторизированный объектив 2,7-12мм; сжатие: H.265+/H.265/H.264+/H.264/H.264B/H.264H/MJPEG; разрешение и скорость трансляции видео: 8Мп (38"
64,DHI-ITC431-RW1F-IRL8,ITC431RW1FIRL8,708.2353,Видеокамеры,Видеокамера Dahua DHI-ITC431-RW1F-IRL8,DHI-ITC431-RW1F-IRL8.png,ok,4-мегапиксельная камера с искусственным интеллектом
65,DHI-ITC413-PW4D-IZ1,ITC413PW4DIZ1,358.8235,Мониторы,Монитор Dahua DHI-ITC413-PW4D-IZ1,DHI-ITC413-PW4D-IZ1.png,ok,Камера распознавания номеров
66,DH-SD49225DB-HNY,SD49225DBHNY,235.2941,Видеокамеры,Видеокамера Dahua DH-SD49225DB-HNY,DH-SD49225DB-HNY.png,ok,"Уличная купольная PTZ IP-видеокамера 2Mп; 1/2.8” CMOS; 25x моторизованный объектив 4.8~120мм; механический ИК-фильтр; WDR(120дБ); чувствительность 0.005лк(цвет)@F1.6; сжатие: H.265+, H.265, H.264+, H."
67,DH-SD4A425DB-HNY,SD4A425DBHNY,227.0588,Видеокамеры,Видеокамера Dahua DH-SD4A425DB-HNY,DH-SD4A425DB-HNY.png,ok,"Уличная купольная PTZ IP-видеокамера 2Mп; 1/2.8” CMOS; 25x моторизованный объектив 4.8~120мм; механический ИК-фильтр; WDR(120дБ); чувствительность 0.005лк(цвет)@F1.6; сжатие: H.265+, H.265, H.264+, H."
68,DH-SD49425DB-HNY,SD49425DBHNY,247.0588,Видеокамеры,Видеокамера Dahua DH-SD49425DB-HNY,DH-SD49425DB-HNY.png,ok,4-мегапиксельная 25-кратная сетевая PTZ-камера Starlight IR 4G
69,DH-SDT6C432-4P-GB- APV-0280,SDT6C4324PGBAPV0280,708.2353,Видеокамеры,Видеокамера Dahua DH-SDT6C432-4P-GB- APV-0280,DH-SDT6C432-4P-GB-_APV-0280.png,ok,4-мегапиксельная 25-кратная сетевая панорамная PTZ-камера с двумя лампами
70,DH-SD6AL445XA-HNR-IR,SD6AL445XAHNRIR,708.2353,Видеокамеры,Видеокамера Dahua DH-SD6AL445XA-HNR-IR,DH-SD6AL445XA-HNR-IR.png,ok,4Мп сетевая PTZ-видеокамера 45x Starlight с ИК-подсветкой и функциями AI
71,DH-SD3D216NB-GNY,SD3D216NBGNY,154.0918,Видеокамеры,Видеокамера Dahua DH-SD3D216NB-GNY,DH-SD3D216NB-GNY.png,ok,2-мегапиксельная 16-кратная ИК-сетевая PTZ-камера WizSense
72,DH-SD2C400NA-B-PV-PRO,SD2C400NABPVPRO,70.1765,Видеокамеры,Видеокамера Dahua DH-SD2C400NA-B-PV-PRO,DH-SD2C400NA-B-PV-PRO.png,multi,4-мегапиксельная сетевая PT-камера WizColor WizSense
73,DH-IPC-PTS2649C-3E3Z-4GB20,IPCPTS2649C3E3Z4GB20,182.6235,Видеокамеры,Видеокамера Dahua DH-IPC-PTS2649C-3E3Z-4GB20,DH-IPC-PTS2649C-3E3Z-4GB20.png,ok,3+3 Мп WizColor гибридная зум-камера PT 4G с питанием от солнечной батареи
74,DH-KIT/BP4A-4G/M0508,KITBP4A4GM0508,174.3294,Мониторы,Монитор Dahua DH-KIT/BP4A-4G/M0508,DH-KIT_BP4A-4G_M0508.png,ok,4-мегапиксельная 4G сетевая камера с функцией панорамирования и наклона для мониторинга солнца
75,DH-SD6AL445GB-HNV-IR,SD6AL445GBHNVIR,823.5294,Видеокамеры,Видеокамера Dahua DH-SD6AL445GB-HNV-IR,DH-SD6AL445GB-HNV-IR.png,ok,4-Мегапиксельная 45-кратная ИК-сетевая PTZ-камера Starlight
76,DH-SD3C405DB-GNY-AW-PV,SD3C405DBGNYAWPV,124.4471,Видеокамеры,Видеокамера Dahua DH-SD3C405DB-GNY-AW-PV,DH-SD3C405DB-GNY-AW-PV.png,ok,4-Мегапиксельная 5-кратная интеллектуальная PTZ-камера с двойным освещением WizSense Wi-Fi Network
77,DH-SD2A400HB-GN-AGQ-PV-SP-EAU,SD2A400HBGNAGQPVSPEAU,214.4941,Видеокамеры,Видеокамера Dahua DH-SD2A400HB-GN-AGQ-PV-SP-EAU,DH-SD2A400HB-GN-AGQ-PV-SP-EAU.png,ok,4-Мегапиксельная Сетевая PT-камера 4G на солнечной энергии
78,DH-SD6CE245GB-HNR,SD6CE245GBHNR,591.8824,Видеокамеры,Видеокамера Dahua DH-SD6CE245GB-HNR,DH-SD6CE245GB-HNR.png,ok,2-Мегапиксельная 45-кратная ИК-сетевая PTZ-камера Starlight
79,DH-SDT8C842-8P-FA-APV-0280,SDT8C8428PFAAPV0280,1617.6471,Видеокамеры,Видеокамера Dahua DH-SDT8C842-8P-FA-APV-0280,DH-SDT8C842-8P-FA-APV-0280.png,ok,Панорамная PTZ-камера с двойным освещением Starlight 8MP 42x
80,DH-SD4E425GB-HNR-A-PV1,SD4E425GBHNRAPV1,336.9176,Видеокамеры,Видеокамера Dahua DH-SD4E425GB-HNR-A-PV1,DH-SD4E425GB-HNR-A-PV1.png,ok,4-Мегапиксельная 25-кратная ИК-камера Starlight WizSense Network PTZ
81,DH-SDT6C425-4P-GB-APV-0280,SDT6C4254PGBAPV0280,1720,Видеокамеры,Видеокамера Dahua DH-SDT6C425-4P-GB-APV-0280,DH-SDT6C425-4P-GB-APV-0280.png,ok,Панорамная PTZ-камера Smart с двойным освещением 4 Мп 25×
82,DH-SD8C260PA1-HNF,SD8C260PA1HNF,2000,Видеокамеры,Видеокамера Dahua DH-SD8C260PA1-HNF,DH-SD8C260PA1-HNF.png,ok,2-мегапиксельная сетевая PTZ-камера Starlight с 60-кратным ИК-подсветкой.
83,DH-SDT6C432-4P-GB-APV-0280,SDT6C4324PGBAPV0280,591.7647,Видеокамеры,Видеокамера Dahua DH-SDT6C432-4P-GB-APV-0280,DH-SDT6C432-4P-GB-APV-0280.png,ok,Двойная PTZ IP-видеокамера
84,DHI-VTH2621G-P,VTH2621GP,61.1765,Домофоны,Видеодомофон Dahua DHI-VTH2621G-P,DHI-VTH2621G-P.png,ok,"Видеодомофон IP 7 дюймовый, черный1024x600 разрешение, ёмкостной сенсорный экран; тревожные входы / выходы 6/1; LAN; Возможность просмотра IP видеокамер; Питание: DC 12В/PoE; Габаритные размеры: 190 м"
85,DHI-VTH2621GW-P,VTH2621GWP,58.8235,Домофоны,Видеодомофон Dahua DHI-VTH2621GW-P,DHI-VTH2621GW-P.jpeg,ok,"Видеодомофон IP 7 дюймовый, белый 1024x600 разрешение, ёмкостной сенсорный экран; тревожные входы / выходы 6/1; LAN; Возможность просмотра IP видеокамер; Питание: DC 12В/PoE; Габаритные размеры: 190 м"
86,DHI-VTH2621GW-WP,VTH2621GWWP,63.5294,Домофоны,Видеодомофон Dahua DHI-VTH2621GW-WP,DHI-VTH2621GW-WP.jpeg,ok,"Видеодомофон IP 7 дюймовый, белый 1024x600 разрешение, ёмкостной сенсорный экран; тревожные входы / выходы 6/1; LAN; Возможность просмотра IP видеокамер; Питание: DC 12В/PoE; Габаритные размеры: 190 м"
